artist,song,date_certified,label,award
KATY PERRY,TEENAGE DREAM,"April 13, 2015",CAPITOL RECORDS,7
KANYE WEST,GOOD LIFE,"April 10, 2015",ROC-A-FELLA RECORDS,2
THIRTY SECONDS TO MARS,THE KILL (BURY ME),"April 10, 2015",VIRGIN RECORDS,2
JAY-Z & KANYE WEST,WHO GON STOP ME,"April 10, 2015",ROC-A-FELLA / ROC NATION,0
KANYE WEST,POWER,"April 10, 2015",ROC-A-FELLA RECORDS,2
KANYE WEST,BOUND 2,"April 10, 2015",DEF JAM,1
KANYE WEST,NEW SLAVES,"April 10, 2015",ROC-A-FELLA,0
KANYE WEST,ALL FALLS DOWN,"April 10, 2015",ROC-A-FELLA RECORDS,1
5 SECONDS OF SUMMER,GOOD GIRLS,"April 10, 2015",CAPITOL RECORDS,0
BASTILLE,BAD BLOOD,"April 10, 2015",VIRGIN RECORDS,0
JAY-Z & KANYE WEST,NO CHURCH IN THE WILD,"April 10, 2015",ROC-A-FELLA / ROC NATION,1
DEJ LOAF,TRY ME,"April 3, 2015",COLUMBIA,0
KANYE WEST,FLASHING LIGHTS,"April 1, 2015",ROC-A-FELLA,1
KANYE WEST,JESUS WALKS,"April 1, 2015",ROC-A-FELLA,2
KANYE WEST,RUNAWAY,"April 1, 2015",ROC-A-FELLA,1
CARTEL,HONESTLY,"April 1, 2015",EPIC,0
KANYE WEST,AMAZING,"April 1, 2015",ROC-A-FELLA,1
KANYE WEST,ALL OF THE LIGHTS,"April 1, 2015",ROC-A-FELLA,4
BIG SEAN,DANCE (A$$),"April 1, 2015",GETTING OUT OUR DREAMS / DEF JAM,3
KANYE WEST,HOMECOMING,"April 1, 2015",ROC-A-FELLA,1
BEYONCE,XO,"March 26, 2015",COLUMBIA,1
ONE DIRECTION,NIGHT CHANGES,"March 26, 2015",COLUMBIA,1
AVICII,YOU MAKE ME,"March 20, 2015",ISLAND,0
COLBIE CAILLAT,TRY,"March 20, 2015",REPUBLIC RECORDS,1
BLAKE SHELTON,LONELY TONIGHT FEAT. ASHLEY MONROE,"March 19, 2015",WARNER BROS. RECORDS,0
ALESSO,HEROES (WE COULD BE),"March 16, 2015",DEF JAM,1
TAYLOR SWIFT,WE ARE NEVER EVER GETTING BACK TOGETHER,"March 12, 2015","BIG MACHINE RECORDS, INC.",6
PHARRELL WILLIAMS,HAPPY,"March 12, 2015",COLUMBIA,7
TAYLOR SWIFT,22,"March 12, 2015","BIG MACHINE RECORDS, INC.",3
T.I.,ABOUT THE MONEY,"March 11, 2015",COLUMBIA,0
KID INK,"BODY LANGUAGE FEAT. USHER, TINASHE","March 11, 2015",RCA RECORDS,0
THE SCRIPT,SUPERHEROES,"March 10, 2015",COLUMBIA,0
DISCLOSURE,LATCH,"March 6, 2015",CHERRY TREE / INTERSCOPE,3
T.I. FEAT. IGGY AZALEA,NO MEDIOCRE,"March 5, 2015",COLUMBIA,1
BEYONCE,DRUNK IN LOVE,"March 5, 2015",COLUMBIA,3
BEYONCE,7/11,"March 5, 2015",COLUMBIA,1
MUSE,MADNESS,"March 4, 2015",WARNER BROS. RECORDS,2
HUNTER HAYES,I WANT CRAZY,"March 4, 2015",ATLANTIC RECORDS,2
I LOVE MAKONNEN,TUESDAY FEAT. DRAKE,"March 4, 2015",WARNER BROS. RECORDS,1
HUNTER HAYES,EVERYBODY'S GOT SOMEBODY BUT ME,"March 4, 2015",ATLANTIC,0
HUNTER HAYES,INVISIBLE,"March 4, 2015",ATLANTIC,0
JANA KRAMER,WHY YA WANNA,"March 3, 2015",WARNER BROS.,1
MARVIN SAPP,NEVER WOULD HAVE MADE IT,"March 2, 2015",RCA INSPIRATION,0
KIRK FRANKLIN,I SMILE,"March 2, 2015",RCA INSPIRATION,0
QUIETDRIVE,TIME AFTER TIME,"February 27, 2015",EPIC,0
JUSTIN BIEBER,NEVER SAY NEVER,"February 27, 2015",DEF JAM/RBMG,5
MUSE,STARLIGHT,"February 27, 2015",WARNER BROS.,1
MIKA,POPULAR SONG,"February 27, 2015",CASABLANCA / REPUBLIC RECORDS,0
MUSE,TIME IS RUNNING OUT,"February 27, 2015",WARNER BROS.,0
K CAMP,CUT HER OFF,"February 27, 2015",FTE / INTERSCOPE RECORDS,0
MUSE,SUPERMASSIVE BLACK HOLE,"February 27, 2015",WARNER BROS.,1
IGGY AZALEA,CHANGE YOUR LIFE,"February 27, 2015",DEF JAM,0
LIL WAYNE,BELIEVE ME,"February 27, 2015",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
MUSE,KNIGHTS OF CYDONIA,"February 27, 2015",WARNER BROS.,0
JUSTIN BIEBER,MISTLETOE,"February 27, 2015",DEF JAM/RBMG,2
JUSTIN BIEBER,ONE TIME,"February 27, 2015",DEF JAM/RBMG,5
JHENE AIKO,THE WORST,"February 27, 2015",DEF JAM,1
FALL OUT BOY,"SUGAR, WE'RE GOIN DOWN","February 27, 2015",ISLAND,4
SKRILLEX,KILL EVERYBODY,"February 25, 2015",OWSLA / BIG BEAT / ATLANTIC,0
CARRIE UNDERWOOD,SOMETHING IN THE WATER,"February 25, 2015",19 RECORDINGS LIMITED / ARISTA NASHVILLE,1
JASON DERULO,TRUMPETS,"February 13, 2015",WARNER BROS. RECORDS,2
JASON DERULO,WIGGLE (FEAT. SNOOP DOGG),"February 13, 2015",WARNER BROS. RECORDS,2
JASON DERULO,MARRY ME,"February 13, 2015",WARNER BROS. RECORDS,1
ELLA HENDERSON,GHOST,"February 6, 2015",COLUMBIA,1
BRANTLEY GILBERT,MORE THAN MILES,"February 3, 2015",VALORY MUSIC GROUP,0
DRAKE,TAKE CARE,"January 30, 2015",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,4
NEON TREES,EVERYBODY TALKS,"January 30, 2015",ISLAND RECORDS,4
DRAKE,HEADLINES,"January 30, 2015",CASH MONEY / REPUBLIC RECORDS,4
AMY WINEHOUSE,BACK TO BLACK,"January 30, 2015",REPUBLIC RECORDS,1
OF MONSTERS & MEN,MOUNTAIN SOUND,"January 30, 2015",REPUBLIC RECORDS,1
ELI YOUNG BAND,DRUNK LAST NIGHT,"January 29, 2015",REPUBLIC NASHVILLE,1
RAELYNN,GOD MADE GIRLS,"January 29, 2015",REPUBLIC NASHVILLE,0
RAE SREMMURD,NO FLEX ZONE,"January 28, 2015",EARDRUMA/INTERSCOPE,1
TAYLOR SWIFT,INVISIBLE,"January 22, 2015","BIG MACHINE RECORDS, INC.",0
TAYLOR SWIFT,BETTER THAN REVENGE,"January 22, 2015","BIG MACHINE RECORDS, INC.",0
TAYLOR SWIFT,I'M ONLY ME WHEN I'M WITH YOU,"January 22, 2015","BIG MACHINE RECORDS, INC.",1
TAYLOR SWIFT,YOU BELONG WITH ME,"January 22, 2015","BIG MACHINE RECORDS, INC.",7
YOUNG JEEZY,R.I.P.,"January 21, 2015",DEF JAM,1
CHVRCHES,THE MOTHER WE SHARE,"January 20, 2015","GLASSNOTE ENTERTAINMENT GROUP, LLC",0
J ALVAREZ,SE ACABO EL AMOR,"January 20, 2015",IMPERIO NAZZA RECORDS,0
BEYONCE,PARTITION,"January 16, 2015",COLUMBIA,1
SELENA GOMEZ,THE HEART WANTS WHAT IT WANTS,"January 16, 2015",HOLLYWOOD RECORDS,1
THE 1975,CHOCOLATE,"January 14, 2015",VAGRANT / INTERSCOPE RECORDS,0
SKRILLEX,FIRST OF THE YEAR (EQUINOX),"January 12, 2015",OWSLA / BIG BEAT / ATLANTIC,1
ONE DIRECTION,STORY OF MY LIFE,"January 9, 2015",COLUMBIA,3
BLAKE SHELTON,NEON LIGHT,"January 5, 2015",WARNER BROS.,0
JUAN LUIS GUERRA Y 440,TODO TIENE SU HORA,"December 22, 2014",EMI LATIN,0
AWOLNATION,NOT YOUR FAULT,"December 18, 2014",RED BULL RECORDS,0
AWOLNATION,SAIL,"December 18, 2014",RED BULL RECORDS,6
LADY ANTEBELLUM,COMPASS,"December 18, 2014",CAPITOL RECORDS NASHVILLE,0
RICH GANG,LIFESTYLE,"December 17, 2014",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
BILLY CURRINGTON,HEY GIRL,"December 17, 2014",MERCURY,1
GEORGE STRAIT,I GOT A CAR,"December 17, 2014",MCA NASHVILLE,0
TYGA,HOOKAH,"December 17, 2014",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,0
ERIC CHURCH,THE OUTSIDERS,"December 17, 2014",EMI RECORDS NASHVILLE,0
FLORENCE & THE MACHINE,COSMIC LOVE,"December 17, 2014",REPUBLIC RECORDS,1
ERIC CHURCH,GIVE ME BACK MY HOMETOWN,"December 17, 2014",EMI RECORDS NASHVILLE,1
JAKE OWEN,ANYWHERE WITH YOU,"December 12, 2014",RCA RECORDS LABEL NASHVILLE,1
IMAGINE DRAGONS,DEMONS,"December 11, 2014",KIDINAKORNER / INTERSCOPE RECORDS,5
KIP MOORE,SOMETHIN' BOUT A TRUCK,"December 9, 2014",MCA NASHVILLE,2
AVICII VS NICKY ROMERO,I COULD BE THE ONE,"December 9, 2014",CASABLANCA / REPUBLIC RECORDS,0
KIP MOORE,HEY PRETTY GIRL,"December 9, 2014",MCA NASHVILLE,1
MKTO,CLASSIC,"December 8, 2014",COLUMBIA,2
BOBBY SHMURDA,HOT BOY AKA HOT N*GGA,"December 5, 2014",EPIC,1
SHAKIRA,EMPIRE,"December 1, 2014",RCA,1
2 CHAINZ,BIRTHDAY SONG,"November 25, 2014",DEF JAM,2
TINASHE,2 ON,"November 24, 2014",RCA,1
PITBULL,DON'T STOP THE PARTY FEAT. TJR,"November 24, 2014",RCA RECORDS,2
DIERKS BENTLEY,I HOLD ON,"November 24, 2014",CAPITOL RECORDS NASHVILLE,1
LITTLE BIG TOWN,DAY DRINKING,"November 21, 2014",CAPITOL RECORDS NASHVILLE,0
BRANTLEY GILBERT,KICK IT IN THE STICKS,"November 20, 2014",THE VALORY MUSIC CO,1
CHASE RICE,READY SET ROLL,"November 18, 2014",DACK JANIELS RECORDS,1
BLAKE SHELTON,MINE WOULD BE YOU,"November 18, 2014",WARNER BROS. RECORDS,1
NICKI MINAJ,ANACONDA,"November 14, 2014",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
ALL TIME LOW,WEIGHTLESS,"November 14, 2014",HOPELESS RECORDS,0
ONE DIRECTION,STEAL MY GIRL,"November 14, 2014",COLUMBIA,0
MANDISA,OVERCOMER,"November 13, 2014",SPARROW RECORDS,0
SCOTTY MCCREERY,THE TROUBLE WITH GIRLS,"November 11, 2014",MERCURY / INTERSCOPE RECORDS,1
SCOTTY MCCREERY,I LOVE YOU THIS BIG,"November 11, 2014",MERCURY / INTERSCOPE RECORDS,1
SCOTTY MCCREERY,SEE YOU TONIGHT,"November 11, 2014",MERCURY / INTERSCOPE RECORDS,1
KIESZA,HIDEAWAY,"November 5, 2014","LOKAL LEGEND, ISLAND RECORDS, 4TH AND B'WAY",0
JASON DERULO,TALK DIRTY,"October 27, 2014",WARNER BROS. RECORDS,4
BRANTLEY GILBERT,SMALL TOWN THROWDOWN FEAT. JUSTIN MOORE AND THOMAS RHETT,"October 24, 2014",THE VALORY MUSIC CO,0
TREY SONGZ,CAN'T HELP BUT WAIT,"October 23, 2014",ATLANTIC RECORDS,0
TREY SONGZ,CAN'T BE FRIENDS,"October 23, 2014",ATLANTIC,0
ALABAMA SHAKES,HOLD ON,"October 22, 2014",ATO RECORDS,0
EPIC RAP BATTLES OF HISTORY,JUSTIN BIEBER VS BEETHOVEN,"October 14, 2014",MAKER,0
EPIC RAP BATTLES OF HISTORY,MASTER CHIEF VS LEONIDAS,"October 14, 2014",MAKER,0
EPIC RAP BATTLES OF HISTORY,STEVE JOBS VS BILL GATES,"October 14, 2014",MAKER,0
PETER BJORN & JOHN,YOUNG FOLKS,"October 13, 2014",COLUMBIA,1
MIRANDA LAMBERT & CARRIE UNDERWOOD,SOMETHIN' BAD,"October 10, 2014",RCA RECORDS LABEL NASHVILLE,1
"STEVE AOKI, CHRIS LAKE, TUJAMO",DELIRIOUS (BONELESS) FEAT. KID INK,"October 10, 2014",ULTRA RECORDS,0
SARA BAREILLES,I CHOOSE YOU,"October 2, 2014",EPIC,0
NEON TREES,SLEEPING WITH A FRIEND,"October 2, 2014",ISLAND RECORDS,0
AUGUST ALSINA,I LUV THIS S**T,"October 2, 2014",DEF JAM/NOONTIME,1
FALL OUT BOY,"DANCE, DANCE","October 2, 2014",ISLAND,3
A DAY TO REMEMBER,THE DOWNFALL OF US ALL,"September 30, 2014",VICTORY RECORDS,0
THEORY OF A DEADMAN,NOT MEANT TO BE,"September 30, 2014",ROADRUNNER,1
BLAKE SHELTON,HILLBILLY BONE,"September 29, 2014",WARNER BROS.,1
TYLER THE CREATOR,YONKERS,"September 26, 2014",XL RECORDINGS,0
DEMI LOVATO,REALLY DON'T CARE (FEAT. CHER LLOYD),"September 25, 2014",HOLLYWOOD RECORDS,1
KENNY CHESNEY,AMERICAN KIDS,"September 24, 2014",BLUE CHAIR RECORDS / COLUMBIA NASHVILLE,1
JAY-Z & KANYE WEST,OTIS,"September 23, 2014",ROC NATION/ DEF JAM,2
BIG SEAN,MARVIN & CHARDONNAY,"September 23, 2014",G.O.O.D MUSIC / DEF JAM RECORDINGS,1
BLAKE SHELTON,MY EYES,"September 23, 2014",WARNER BROS.,0
IGGY AZALEA,WORK,"September 23, 2014",ISLAND/DEF JAM,1
YOUNG JEEZY,PUT ON,"September 23, 2014",DEF JAM,2
RICK ROSS,SO SOPHISTICATED,"September 23, 2014",DEF JAM / MAYBACH MUSIC,0
LADY ANTEBELLUM,BARTENDER,"September 23, 2014",CAPITOL RECORDS NASHVILLE,1
DIERKS BENTLEY,DRUNK ON A PLANE,"September 19, 2014",CAPITOL RECORDS NASHVILLE,1
MAJOR LAZER,"BUBBLE BUTT (FEAT. BRUNO MARS, 2 CHAINZ, TYGA & MYSTIC)","September 17, 2014",SECRETLY CANADIAN,0
PHARRELL WILLIAMS,COME GET IT BAE,"September 17, 2014",COLUMBIA,0
THE BAND PERRY,BETTER DIG TWO,"September 16, 2014",REPUBLIC NASHVILLE,2
CALVIN HARRIS,SUMMER,"September 15, 2014",COLUMBIA,3
JOHN LEGEND,ALL OF ME,"September 15, 2014",COLUMBIA,8
THE BAND PERRY,POSTCARD FROM PARIS,"September 12, 2014",REPUBLIC NASHVILLE,0
JUSTIN MOORE,POINT AT YOU,"September 12, 2014",VALORY MUSIC GROUP,0
MILEY CYRUS,THE CLIMB,"September 12, 2014",WALT DISNEY RECORDS,4
RICH HOMIE QUAN,TYPE OF WAY,"September 11, 2014",DEF JAM,0
RASCAL FLATTS,CHANGED,"September 11, 2014","BIG MACHINE RECORDS, INC.",0
FLORIDA GEORGIA LINE,GET YOUR SHINE ON,"September 11, 2014",REPUBLIC NASHVILLE,2
TIM MCGRAW,ONE OF THOSE NIGHTS,"September 11, 2014","BIG MACHINE RECORDS, INC.",1
RASCAL FLATTS,COME WAKE ME UP,"September 11, 2014","BIG MACHINE RECORDS, INC.",1
JUSTIN MOORE,BACKWOODS,"September 11, 2014",THE VALORY MUSIC CO,0
TIM MCGRAW,TRUCK YEAH,"September 11, 2014","BIG MACHINE RECORDS, INC.",1
RICK ROSS,YOU THE BOSS,"September 10, 2014",DEF JAM,0
MAGIC!,RUDE,"September 8, 2014",RCA RECORDS,3
MATT REDMAN,"10,000 REASONS (BLESS THE LORD)","September 5, 2014",SPARROW / SIXSTEPSRECORDS,1
KID INK FEAT. CHRIS BROWN,SHOW ME,"September 5, 2014",RCA RECORDS,2
TAYLOR SWIFT,BREATHE FEAT. COLBIE CAILLAT,"September 4, 2014","BIG MACHINE RECORDS, INC.",0
BRETT ELDREDGE,DON'T YA,"September 4, 2014",ATLANTIC RECORDS,1
TAYLOR SWIFT,SAFE & SOUND,"August 26, 2014",UNIVERSAL REPUBLIC,2
TAYLOR SWIFT,CRAZIER,"August 26, 2014","BIG MACHINE RECORDS, INC.",1
TAYLOR SWIFT,THE STORY OF US,"August 25, 2014","BIG MACHINE RECORDS, INC.",1
BRAD PAISLEY,RIVER BANK,"August 25, 2014",ARISTA NASHVILLE,0
ARCTIC MONKEYS,DO I WANNA KNOW,"August 22, 2014",DOMINO RECORDING COMPANY LTD.,1
TAYLOR SWIFT,ENCHANTED,"August 22, 2014","BIG MACHINE RECORDS, INC.",0
TAYLOR SWIFT,OUR SONG,"August 22, 2014","BIG MACHINE RECORDS, INC.",4
TAYLOR SWIFT,BACK TO DECEMBER,"August 22, 2014","BIG MACHINE RECORDS, INC.",2
TAYLOR SWIFT,PICTURE TO BURN,"August 22, 2014","BIG MACHINE RECORDS, INC.",2
MICHAEL JACKSON,LOVE NEVER FELT SO GOOD,"August 22, 2014",EPIC,1
TAYLOR SWIFT,FIFTEEN,"August 21, 2014","BIG MACHINE RECORDS, INC.",2
TAYLOR SWIFT,MINE,"August 21, 2014","BIG MACHINE RECORDS, INC.",3
TAYLOR SWIFT,MEAN,"August 21, 2014","BIG MACHINE RECORDS, INC.",3
KENNY CHESNEY,EVERYBODY WANTS TO GO TO HEAVEN (FEAT. THE WAILERS),"August 20, 2014",BLUE CHAIR RECORDS / BNA RECORDS LABEL,0
KEITH URBAN,WE WERE US,"August 20, 2014",CAPITOL RECORDS NASHVILLE,1
THE CHAINSMOKERS,#SELFIE,"August 15, 2014",DIM MAK/REPUBLIC,1
VOLBEAT,A WARRIOR'S CALL,"August 15, 2014",REPUBLIC RECORDS,0
EPIC RAP BATTLES OF HISTORY,DR SEUSS VS WILLIAM SHAKESPEARE,"August 15, 2014",MAKER,0
THE BAND PERRY,DONE,"August 14, 2014",REPUBLIC NASHVILLE,1
TIM MCGRAW,"HIGHWAY DON'T CARE (FEATURING TAYLOR SWIFT, KEITH URBAN ON GUITAR)","August 14, 2014","BIG MACHINE RECORDS, INC.",2
TOBYMAC,MADE TO LOVE,"August 13, 2014",FOREFRONT RECORDS,0
TOBYMAC,MADE TO LOVE,"August 13, 2014",FOREFRONT RECORDS,0
CHRIS TOMLIN,INDESCRIBABLE,"August 13, 2014",SIXSTEPS RECORD / SPARROW RECORDS,0
MATTHEW WEST,THE MOTIONS,"August 13, 2014",SPARROW RECORDS,0
COLT FORD,DRIVIN' AROUND SONG,"August 7, 2014",AVERAGE JOES ENTERTAINMENT,0
TIESTO,RED LIGHTS,"August 7, 2014",CASABLANCA/REPUBLIC,0
AUSTIN MAHONE,WHAT ABOUT LOVE,"August 4, 2014",CHASE / YOUNG MONEY / CASH MONEY / REPUBLIC,0
NICKI MINAJ,STARSHIPS,"August 4, 2014",YOUNG MONEY / CASH MONEY,6
OF MONSTERS & MEN,DIRTY PAWS,"August 4, 2014",REPUBLIC RECORDS,0
JOHN NEWMAN,LOVE ME AGAIN,"August 4, 2014",REPUBLIC RECORDS,1
TYGA,RACK CITY,"August 4, 2014",YOUNG MONEY / CASH MONEY,4
ARIANA GRANDE,PUT YOUR HEARTS UP,"July 30, 2014",REPUBLIC RECORDS,0
ARIANA GRANDE,THE WAY,"July 30, 2014",REPUBLIC RECORDS,3
RIXTON,ME AND MY BROKEN HEART,"July 30, 2014",SCHOOL BOY / GIANT LITTLE MAN / INTERSCOPE RECORDS,1
ARIANA GRANDE,RIGHT THERE,"July 30, 2014",REPUBLIC RECORDS,0
JOE NICHOLS,YEAH,"July 29, 2014",RED BOW RECRODS,0
SELENA GOMEZ & THE SCENE,NATURALLY,"July 23, 2014",HOLLYWOOD,4
THE FRAY,LOVE DON'T DIE,"July 23, 2014",EPIC,0
MILEY CYRUS,PARTY IN THE U.S.A.,"July 23, 2014",HOLLYWOOD,7
CRAIG & DEAN PHILLIPS,REVELATION SONG,"July 16, 2014",FAIR TRADE SERVICES,0
JAKE OWEN,BEACHIN',"July 16, 2014",RCA RECORDS LABEL NASHVILLE,1
JERROD NIEMANN,DRINK TO THAT ALL NIGHT,"July 16, 2014",ARISTA NASHVILLE,1
KACEY MUSGRAVES,MERRY GO 'ROUND,"July 10, 2014",MERCURY NASHVILLE,1
ZAC BROWN BAND,SWEET ANNIE,"June 30, 2014",ATLANTIC RECORDS,0
KATY PERRY,UR SO GAY,"June 26, 2014",CAPITOL RECORDS,0
KATY PERRY,PEACOCK,"June 26, 2014",CAPITOL RECORDS,1
KATY PERRY,THINKING OF YOU,"June 26, 2014",CAPITOL RECORDS,1
KRISTEN BELL & SANTINO FONTANA,LOVE IS AN OPEN DOOR,"June 25, 2014",WALT DISNEY RECORDS,0
ROB THOMAS,LITTLE WONDERS,"June 25, 2014",WALT DISNEY RECORDS,1
GABRIELLA & TROY,GOTTA GO MY OWN WAY,"June 25, 2014",WALT DISNEY RECORDS,0
PLAIN WHITE T'S,HEY THERE DELILAH,"June 25, 2014",FEARLESS RECORDS,4
KEITH URBAN,COP CAR,"June 20, 2014",CAPITOL RECORDS NASHVILLE,1
JUSTIN TIMBERLAKE,NOT A BAD THING,"June 19, 2014",RCA RECORDS,1
FIFTH HARMONY,MISS MOVIN' ON,"June 16, 2014",EPIC,0
ROCKO,U.O.E.N.O.,"June 16, 2014",A1 RECORDINGS,0
AUSTIN MAHONE,MMM YEAH,"June 11, 2014",CHASE/CASH MONEY,0
MANDISA,GOOD MORNING FEAT. TOBYMAC,"June 10, 2014",SPARROW,0
TEGAN AND SARA,CLOSER,"June 10, 2014",WARNER MUSIC GROUP,0
WIZ KHALIFA,"WORK HARD, PLAY HARD","June 10, 2014",ATLANTIC,2
EMINEM,NOT AFRAID,"June 10, 2014",SHADY / AFTERMATH / INTERSCOPE,10
MIRANDA LAMBERT,AUTOMATIC,"June 10, 2014",RCA NASHVILLE,0
TOBYMAC,ME WITHOUT YOU,"June 10, 2014",FOREFRONT RECORDS,0
MUMFORD & SONS,I WILL WAIT,"June 5, 2014","GLASSNOTE ENTERTAINMENT GROUP, LLC",3
DEMI LOVATO,NEON LIGHTS,"May 30, 2014",HOLLYWOOD RECORDS,1
GRITS,OOH AHH (FEAT. TOBYMAC),"May 29, 2014",GOTEE RECORDS,0
NELLY,HOT IN HERRE,"May 28, 2014",REPUBLIC RECORDS,2
LIL WAYNE,JOHN,"May 23, 2014",CASH MONEY,2
TYGA,FADED,"May 23, 2014",CASH MONEY / YOUNG MONEY,2
FLORENCE & THE MACHINE,SHAKE IT OUT,"May 23, 2014",REPUBLIC RECORDS,2
LIL WAYNE,MY HOMIES STILL,"May 23, 2014",CASH MONEY,1
DRAKE,OVER,"May 23, 2014",CASH MONEY / YOUNG MONEY,3
THE CATARACS,TOP OF THE WORLD,"May 23, 2014",REPUBLIC RECORDS,0
JAMIE GRACE,HOLD ME (FEAT. TOBYMAC),"May 12, 2014",GOTEE RECORDS,0
FRANKIE BALLARD,HELLUVA LIFE,"May 6, 2014",WARNER BROS. NASHVILLE,0
FOSTER THE PEOPLE,PUMPED UP KICKS,"May 2, 2014",COLUMBIA,6
CHRIS TOMLIN,OUR GOD,"April 30, 2014",SIXSTEPSRECORDS / SPARROW RECORDS,1
RANDY TRAVIS,"FOREVER AND EVER, AMEN","April 29, 2014",WARNER BROS. NASHVILLE,0
THE NEIGHBOURHOOD,SWEATER WEATHER,"April 28, 2014",COLUMBIA,2
ERIC PASLAY,FRIDAY NIGHT,"April 28, 2014",EMI RECORDS NASHVILLE,0
CHRIS TOMLIN,HOW GREAT IS OUR GOD,"April 25, 2014",SPARROW / SIXSTEPSRECORDS,1
QUEEN,WE ARE THE CHAMPIONS,"April 23, 2014",HOLLYWOOD RECORDS,2
QUEEN,I WANT TO BREAK FREE,"April 23, 2014",HOLLYWOOD RECORDS,0
KRISTEN BELL,DO YOU WANT TO BUILD A SNOWMAN?,"April 23, 2014",WALT DISNEY,1
FASTBALL,THE WAY,"April 23, 2014",HOLLYWOOD RECORDS,0
KRISTEN BELL & IDINA MENZEL,FOR THE FIRST TIME IN FOREVER,"April 23, 2014",WALT DISNEY,0
DEMI LOVATO,GIVE YOUR HEART A BREAK,"April 23, 2014",HOLLYWOOD RECORDS,3
FRANSESCA BATTISTELLI,FREE TO BE ME,"April 21, 2014",FERVENT/WORD/CURB,0
GUMMIBAR,I'M A GUMMY BEAR (THE GUMMY BEAR SONG),"April 21, 2014",GUMMYBEAR INTERNATIONAL,2
THE BAND PERRY,ALL YOUR LIFE,"April 18, 2014",REPUBLIC NASHVILLE,1
TAYLOR SWIFT,WHITE HORSE,"April 18, 2014","BIG MACHINE RECORDS, INC.",2
TAYLOR SWIFT,TEARDROPS ON MY GUITAR,"April 18, 2014","BIG MACHINE RECORDS, INC.",3
ELVIS CRESPO,PEGAITO SUAVECITO,"April 17, 2014",VENEMUSIC,1
TAYLOR SWIFT,HEY STEPHEN,"April 16, 2014","BIG MACHINE RECORDS, INC.",0
BRIGHT EYES,FIRST DAY OF MY LIFE,"April 11, 2014",SADDLE CREEK,0
LIL WAYNE,DROP THE WORLD,"April 10, 2014",CASH MONEY,4
OWL CITY,HELLO SEATTLE,"April 10, 2014",REPUBLIC RECORDS,0
RIHANNA,RUSSIAN ROULETTE,"April 10, 2014",ISLAND DEF JAM,2
2 CHAINZ,I'M DIFFERENT,"April 10, 2014",ISLAND/DEF JAM,2
THE BRAVERY,BELIEVE,"April 10, 2014",ISLAND DEF JAM,0
THE GREGORY BROTHERS & ANTOINE DODSON,THE BED INTRUDER SONG,"April 10, 2014",GREGORY RESIDENCE,1
JAY SEAN,DOWN,"April 10, 2014",CASH MONEY,6
LIL WAYNE,HOT REVOLVER,"April 10, 2014",CASH MONEY,0
KID CUDI,MARIJUANA,"April 10, 2014",REPUBLIC RECORDS,0
FOREIGNER,WAITING FOR A GIRL LIKE YOU,"April 7, 2014",ATLANTIC RECORDS,0
FOREIGNER,FEELS LIKE THE FIRST TIME,"April 7, 2014",ATLANTIC RECORDS,0
FOREIGNER,I WANT TO KNOW WHAT LOVE IS,"April 7, 2014",ATLANTIC RECORDS,1
FOREIGNER,COLD AS ICE,"April 7, 2014",ATLANTIC RECORDS,0
TAYLOR SWIFT,SPARKS FLY,"April 7, 2014","BIG MACHINE RECORDS, INC.",1
FOREIGNER,HOT BLOODED,"April 7, 2014",ATLANTIC RECORDS,0
KANYE WEST,THROUGH THE WIRE,"March 31, 2014",ROC NATION / ISLAND DEF JAM,0
KANYE WEST,TOUCH THE SKY,"March 31, 2014",ROC NATION / ISLAND DEF JAM,0
KANYE WEST,MONSTER,"March 31, 2014",ROC NATION / ISLAND DEF JAM,1
JASON DERULO,THE OTHER SIDE,"March 31, 2014",WARNER BROS. RECORDS,1
JAY-Z & KANYE WEST,H A M,"March 31, 2014",ROC NATION / ISLAND DEF JAM,0
SELENA GOMEZ,COME & GET IT,"March 31, 2014",HOLLYWOOD,3
TITO EL BAMBINO,POR QUE LES MIENTES,"March 28, 2014",SIENTE MUSIC,1
DAFT PUNK,GET LUCKY,"March 27, 2014",COLUMBIA,4
DEMI LOVATO,HERE WE GO AGAIN,"March 27, 2014",HOLLYWOOD RECORDS,1
BRANTLEY GILBERT,COUNTRY MUST BE COUNTRY WIDE,"March 25, 2014",THE VALORY MUSIC CO,1
COLE SWINDELL,CHILLIN' IT,"March 24, 2014",WARNER MUSIC NASHVILLE,1
SWEDISH HOUSE MAFIA,DON'T YOU WORRY CHILD,"March 14, 2014",ASTRALWERKS,3
CAPITAL CITIES,SAFE AND SOUND,"March 14, 2014",CAPITOL RECORDS,2
LUPE FIASCO,THE SHOW GOES ON,"March 13, 2014",ATLANTIC,3
KARMIN,ACAPELLA,"March 13, 2014",EPIC,0
JON PARDI,UP ALL NIGHT,"March 13, 2014",CAPITOL RECORDS NASHVILLE,0
DARIUS RUCKER,WAGON WHEEL,"March 7, 2014",CAPITOL RECORDS NASHVILLE,3
